timestamp,building_id,floor,room_id,room_type,capacity,current_occupancy,occupancy_percentage,entry_count,exit_count,day_type,hour,temperature,utilization_status
2026-03-02 15:15,B2,3,CLASS-B2318,Classroom,50,21,42.0,14,12,Weekday,15,22.0,Normally Utilized
2026-03-02 16:00,B1,2,COM-B1235,Common Area,60,48,80.0,9,8,Weekday,16,24.4,Highly Utilized
2026-03-02 16:15,B3,2,CLASS-B3298,Classroom,50,33,66.0,13,10,Weekday,16,23.5,Normally Utilized
2026-03-02 17:00,B3,3,MEET-B3363,Meeting Room,12,8,66.7,7,13,Weekday,17,25.5,Normally Utilized
2026-03-02 17:15,B2,3,MEET-B2340,Meeting Room,20,14,70.0,2,9,Weekday,17,20.9,Highly Utilized
2026-03-02 18:00,B1,3,OFF-B1338,Office,25,25,100.0,12,2,Weekday,18,22.8,Overcrowded
2026-03-02 18:15,B2,4,CONF-B2452,Conference Room,100,72,72.0,3,8,Weekday,18,22.0,Highly Utilized
2026-03-02 19:15,B3,1,CONF-B3135,Conference Room,100,1,1.0,0,0,Weekday,19,20.9,Underutilized
2026-03-02 19:45,B3,5,LAB-B3534,Laboratory,15,1,6.7,1,0,Weekday,19,24.9,Underutilized
2026-03-02 20:30,B2,2,OFF-B2235,Office,40,2,5.0,2,1,Weekday,20,20.7,Underutilized
2026-03-02 21:00,B2,5,OFF-B2561,Office,25,0,0.0,2,2,Weekday,21,24.1,Underutilized
2026-03-02 21:15,B3,2,MEET-B3234,Meeting Room,12,0,0.0,0,1,Weekday,21,21.4,Underutilized
2026-03-02 22:00,B3,1,OFF-B3175,Office,40,0,0.0,2,1,Weekday,22,23.8,Underutilized
2026-03-02 22:30,B3,3,COM-B3382,Common Area,60,3,5.0,0,0,Weekday,22,23.8,Underutilized
2026-03-02 23:00,B1,2,OFF-B1276,Office,25,2,8.0,2,2,Weekday,23,20.5,Underutilized
2026-03-02 23:45,B1,3,MEET-B1371,Meeting Room,20,22,110.0,2,0,Weekday,23,23.0,Overcrowded
2026-03-03 00:45,B1,3,OFF-B1341,Office,40,1,2.5,2,1,Weekday,0,24.8,Underutilized
2026-03-03 01:30,B3,1,OFF-B3114,Office,25,0,0.0,0,2,Weekday,1,24.1,Underutilized
2026-03-03 02:30,B2,1,OFF-B2126,Office,25,1,4.0,1,2,Weekday,2,21.9,Underutilized
2026-03-03 02:45,B2,3,MEET-B2353,Meeting Room,12,0,0.0,2,0,Weekday,2,22.1,Underutilized
2026-03-03 03:15,B1,4,CONF-B1442,Conference Room,100,6,6.0,0,0,Weekday,3,24.5,Underutilized
2026-03-03 03:30,B1,4,CAF-B1451,Cafeteria,120,6,5.0,0,1,Weekday,3,25.4,Underutilized
2026-03-03 04:15,B2,3,CONF-B2341,Conference Room,100,4,4.0,2,1,Weekday,4,25.2,Underutilized
2026-03-03 04:45,B2,2,OFF-B2262,Office,40,3,7.5,2,2,Weekday,4,23.0,Underutilized
2026-03-03 05:30,B2,2,COM-B2214,Common Area,60,0,0.0,1,0,Weekday,5,22.6,Underutilized
2026-03-03 05:45,B2,2,CAF-B2211,Cafeteria,120,8,6.7,2,1,Weekday,5,24.5,Underutilized
2026-03-03 06:30,B3,1,COM-B3123,Common Area,60,4,6.7,2,2,Weekday,6,25.4,Underutilized
2026-03-03 06:45,B1,4,OFF-B1441,Office,40,3,7.5,1,2,Weekday,6,25.4,Underutilized
2026-03-03 07:45,B1,2,CAF-B1269,Cafeteria,120,11,9.2,0,1,Weekday,7,23.2,Underutilized
2026-03-03 08:45,B3,5,CLASS-B3598,Classroom,50,41,82.0,15,3,Weekday,8,21.7,Highly Utilized
2026-03-03 09:30,B2,5,CAF-B2522,Cafeteria,120,49,40.8,10,11,Weekday,9,24.0,Normally Utilized
2026-03-03 10:30,B3,2,CLASS-B3226,Classroom,50,35,70.0,3,9,Weekday,10,21.3,Highly Utilized
2026-03-03 11:30,B3,4,LAB-B3449,Laboratory,15,11,73.3,1,15,Weekday,11,20.8,Highly Utilized
2026-03-03 12:15,B2,5,MEET-B2568,Meeting Room,20,13,65.0,10,14,Weekday,12,22.4,Normally Utilized
2026-03-03 13:15,B1,5,CLASS-B1578,Classroom,50,32,64.0,4,13,Weekday,13,21.9,Normally Utilized
2026-03-03 13:45,B3,5,CONF-B3573,Conference Room,100,71,71.0,12,2,Weekday,13,25.1,Highly Utilized
2026-03-03 14:00,B1,1,OFF-B1138,Office,40,24,60.0,6,1,Weekday,14,20.5,Normally Utilized
2026-03-03 14:30,B1,2,LAB-B1273,Laboratory,15,7,46.7,14,2,Weekday,14,25.1,Normally Utilized
2026-03-03 14:45,B1,5,COM-B1515,Common Area,60,37,61.7,2,13,Weekday,14,22.9,Normally Utilized
2026-03-03 15:15,B3,5,OFF-B3536,Office,25,21,84.0,5,9,Weekday,15,23.0,Highly Utilized
2026-03-03 15:45,B2,4,MEET-B2432,Meeting Room,20,12,60.0,15,4,Weekday,15,22.9,Normally Utilized
2026-03-03 16:30,B2,3,COM-B2331,Common Area,60,41,68.3,8,11,Weekday,16,21.9,Normally Utilized
2026-03-03 17:30,B3,3,COM-B3387,Common Area,60,29,48.3,15,6,Weekday,17,22.6,Normally Utilized
2026-03-03 18:30,B3,1,CAF-B3120,Cafeteria,120,48,40.0,14,10,Weekday,18,22.5,Normally Utilized
2026-03-03 19:00,B2,1,LAB-B2139,Laboratory,15,0,0.0,0,0,Weekday,19,25.4,Underutilized
2026-03-03 20:00,B3,5,MEET-B3575,Meeting Room,20,1,5.0,1,2,Weekday,20,22.3,Underutilized
2026-03-03 20:30,B3,5,MEET-B3532,Meeting Room,12,0,0.0,0,2,Weekday,20,22.3,Underutilized
2026-03-03 21:15,B1,1,MEET-B1156,Meeting Room,12,0,0.0,0,2,Weekday,21,24.1,Underutilized
2026-03-03 22:15,B2,1,OFF-B2171,Office,40,3,7.5,1,2,Weekday,22,22.4,Underutilized
2026-03-03 23:15,B2,2,CAF-B2299,Cafeteria,120,10,8.3,0,0,Weekday,23,23.4,Underutilized
2026-03-04 00:15,B3,3,OFF-B3333,Office,25,1,4.0,1,1,Weekday,0,24.5,Underutilized
2026-03-04 00:30,B3,1,OFF-B3121,Office,25,1,4.0,1,2,Weekday,0,24.3,Underutilized
2026-03-04 00:45,B1,1,OFF-B1154,Office,40,3,7.5,0,0,Weekday,0,22.2,Underutilized
2026-03-04 01:30,B3,4,MEET-B3420,Meeting Room,12,0,0.0,2,2,Weekday,1,20.6,Underutilized
2026-03-04 02:00,B2,1,COM-B2191,Common Area,60,4,6.7,1,1,Weekday,2,22.3,Underutilized
2026-03-04 02:15,B3,2,OFF-B3288,Office,40,1,2.5,0,0,Weekday,2,21.5,Underutilized
2026-03-04 03:15,B1,5,CONF-B1594,Conference Room,100,5,5.0,1,0,Weekday,3,23.7,Underutilized
2026-03-04 03:30,B2,3,CLASS-B2367,Classroom,50,1,2.0,2,2,Weekday,3,23.0,Underutilized
2026-03-04 04:15,B3,5,CAF-B3517,Cafeteria,120,5,4.2,1,0,Weekday,4,25.4,Underutilized
2026-03-04 04:30,B2,3,LAB-B2378,Laboratory,15,0,0.0,0,1,Weekday,4,23.2,Underutilized
2026-03-04 04:45,B2,3,COM-B2385,Common Area,60,0,0.0,2,2,Weekday,4,22.6,Underutilized
2026-03-04 05:15,B2,3,OFF-B2348,Office,25,1,4.0,2,2,Weekday,5,21.2,Underutilized
2026-03-04 06:00,B2,5,CONF-B2547,Conference Room,100,5,5.0,1,0,Weekday,6,24.9,Underutilized
2026-03-04 06:15,B1,5,OFF-B1512,Office,40,0,0.0,1,0,Weekday,6,21.4,Underutilized
2026-03-04 06:30,B3,4,MEET-B3466,Meeting Room,20,1,5.0,2,0,Weekday,6,21.8,Underutilized
2026-03-04 07:00,B1,2,MEET-B1276,Meeting Room,20,0,0.0,1,2,Weekday,7,24.1,Underutilized
2026-03-04 07:15,B1,2,LAB-B1281,Laboratory,15,0,0.0,0,1,Weekday,7,22.2,Underutilized
2026-03-04 08:00,B3,5,CAF-B3575,Cafeteria,120,75,62.5,10,4,Weekday,8,25.3,Normally Utilized
2026-03-04 08:15,B1,4,LAB-B1473,Laboratory,15,10,66.7,13,11,Weekday,8,24.2,Normally Utilized
2026-03-04 09:00,B2,4,MEET-B2483,Meeting Room,20,11,55.0,12,15,Weekday,9,20.7,Normally Utilized
2026-03-04 09:30,B1,3,COM-B1365,Common Area,60,44,73.3,2,2,Weekday,9,25.2,Highly Utilized
2026-03-04 10:00,B1,5,LAB-B1599,Laboratory,15,12,80.0,12,1,Weekday,10,25.0,Highly Utilized
2026-03-04 10:15,B3,3,MEET-B3324,Meeting Room,12,7,58.3,6,15,Weekday,10,24.1,Normally Utilized
2026-03-04 10:30,B2,1,CLASS-B2166,Classroom,50,31,62.0,10,2,Weekday,10,25.2,Normally Utilized
2026-03-04 10:45,B2,3,CLASS-B2331,Classroom,50,40,80.0,3,12,Weekday,10,20.6,Highly Utilized
2026-03-04 11:45,B3,2,MEET-B3280,Meeting Room,20,16,80.0,14,8,Weekday,11,23.8,Highly Utilized
2026-03-04 12:15,B3,4,CLASS-B3411,Classroom,50,30,60.0,2,11,Weekday,12,20.8,Normally Utilized
2026-03-04 13:00,B2,5,MEET-B2530,Meeting Room,12,10,83.3,12,9,Weekday,13,22.2,Highly Utilized
2026-03-04 14:00,B3,3,COM-B3310,Common Area,60,47,78.3,11,1,Weekday,14,22.7,Highly Utilized
2026-03-04 14:45,B1,2,LAB-B1270,Laboratory,15,10,66.7,3,10,Weekday,14,20.7,Normally Utilized
2026-03-04 15:45,B2,4,MEET-B2447,Meeting Room,12,11,91.7,12,1,Weekday,15,22.4,Overcrowded
2026-03-04 16:00,B3,2,COM-B3263,Common Area,60,49,81.7,12,0,Weekday,16,23.2,Highly Utilized
2026-03-04 16:45,B2,2,MEET-B2245,Meeting Room,20,15,75.0,15,8,Weekday,16,23.4,Highly Utilized
2026-03-04 17:30,B3,2,MEET-B3262,Meeting Room,20,8,40.0,1,10,Weekday,17,21.6,Normally Utilized
2026-03-04 17:45,B3,2,CLASS-B3247,Classroom,50,57,114.0,12,14,Weekday,17,24.0,Overcrowded
2026-03-04 18:45,B2,1,CONF-B2196,Conference Room,100,48,48.0,7,3,Weekday,18,24.4,Normally Utilized
2026-03-04 19:30,B2,3,MEET-B2346,Meeting Room,20,0,0.0,1,1,Weekday,19,22.5,Underutilized
2026-03-04 20:15,B1,4,COM-B1433,Common Area,60,5,8.3,2,1,Weekday,20,24.4,Underutilized
2026-03-04 20:30,B2,3,OFF-B2368,Office,40,2,5.0,1,1,Weekday,20,21.9,Underutilized
2026-03-04 21:00,B1,1,CONF-B1150,Conference Room,100,3,3.0,1,1,Weekday,21,24.5,Underutilized
2026-03-04 21:30,B3,1,MEET-B3150,Meeting Room,20,1,5.0,2,2,Weekday,21,23.0,Underutilized
2026-03-04 22:15,B1,4,COM-B1451,Common Area,60,1,1.7,0,1,Weekday,22,21.7,Underutilized
2026-03-04 23:00,B1,5,MEET-B1598,Meeting Room,12,0,0.0,2,2,Weekday,23,23.4,Underutilized
2026-03-04 23:15,B2,1,OFF-B2191,Office,40,0,0.0,0,2,Weekday,23,23.7,Underutilized
2026-03-04 23:30,B2,5,COM-B2547,Common Area,60,1,1.7,0,1,Weekday,23,23.9,Underutilized
2026-03-05 00:00,B3,4,MEET-B3411,Meeting Room,20,1,5.0,1,0,Weekday,0,25.2,Underutilized
2026-03-05 01:00,B1,3,COM-B1389,Common Area,60,64,106.7,0,2,Weekday,1,24.7,Overcrowded
2026-03-05 01:45,B2,3,LAB-B2325,Laboratory,15,0,0.0,1,0,Weekday,1,23.3,Underutilized
2026-03-05 02:00,B2,2,LAB-B2247,Laboratory,15,0,0.0,2,0,Weekday,2,22.5,Underutilized
2026-03-05 02:30,B1,2,MEET-B1249,Meeting Room,20,0,0.0,0,1,Weekday,2,23.0,Underutilized
2026-03-05 03:30,B1,3,CAF-B1367,Cafeteria,120,3,2.5,1,2,Weekday,3,23.4,Underutilized
2026-03-05 04:30,B1,3,CONF-B1367,Conference Room,100,5,5.0,2,0,Weekday,4,24.0,Underutilized
2026-03-05 04:45,B3,1,OFF-B3192,Office,40,1,2.5,2,1,Weekday,4,21.2,Underutilized
2026-03-05 05:00,B2,2,CAF-B2257,Cafeteria,120,8,6.7,0,1,Weekday,5,24.4,Underutilized
2026-03-05 05:45,B1,4,LAB-B1432,Laboratory,15,0,0.0,1,1,Weekday,5,20.9,Underutilized
2026-03-05 06:15,B3,4,COM-B3440,Common Area,60,4,6.7,0,2,Weekday,6,22.3,Underutilized
2026-03-05 06:45,B3,3,LAB-B3318,Laboratory,15,0,0.0,1,0,Weekday,6,21.6,Underutilized
2026-03-05 07:00,B3,3,CLASS-B3372,Classroom,50,0,0.0,1,2,Weekday,7,21.5,Underutilized
2026-03-05 07:30,B2,2,CAF-B2212,Cafeteria,120,2,1.7,0,1,Weekday,7,25.3,Underutilized
2026-03-05 08:00,B2,4,MEET-B2428,Meeting Room,12,9,75.0,12,8,Weekday,8,21.6,Highly Utilized
2026-03-05 08:45,B1,1,MEET-B1120,Meeting Room,12,6,50.0,4,14,Weekday,8,23.4,Normally Utilized
2026-03-05 09:45,B2,1,CONF-B2120,Conference Room,100,58,58.0,15,15,Weekday,9,25.5,Normally Utilized
2026-03-05 10:30,B2,2,CONF-B2299,Conference Room,100,79,79.0,2,6,Weekday,10,20.7,Highly Utilized
2026-03-05 11:00,B3,1,CAF-B3166,Cafeteria,120,54,45.0,14,7,Weekday,11,21.0,Normally Utilized
2026-03-05 11:30,B2,4,CAF-B2454,Cafeteria,120,89,74.2,13,10,Weekday,11,23.2,Highly Utilized
2026-03-05 12:30,B3,4,CONF-B3455,Conference Room,100,89,89.0,2,0,Weekday,12,25.4,Highly Utilized
2026-03-05 13:00,B3,2,COM-B3272,Common Area,60,27,45.0,3,0,Weekday,13,24.8,Normally Utilized
2026-03-05 14:00,B3,4,CLASS-B3482,Classroom,50,38,76.0,4,3,Weekday,14,24.4,Highly Utilized
2026-03-05 15:00,B3,4,OFF-B3479,Office,25,20,80.0,1,4,Weekday,15,24.5,Highly Utilized
2026-03-05 15:30,B2,3,CONF-B2397,Conference Room,100,82,82.0,10,9,Weekday,15,22.4,Highly Utilized
2026-03-05 16:00,B2,4,CONF-B2455,Conference Room,100,88,88.0,15,13,Weekday,16,23.9,Highly Utilized
2026-03-05 16:30,B2,5,MEET-B2513,Meeting Room,12,8,66.7,5,3,Weekday,16,21.5,Normally Utilized
2026-03-05 17:15,B2,5,MEET-B2543,Meeting Room,20,8,40.0,10,3,Weekday,17,22.4,Normally Utilized
2026-03-05 18:15,B1,1,CLASS-B1113,Classroom,50,36,72.0,9,4,Weekday,18,24.7,Highly Utilized
2026-03-05 18:30,B3,5,MEET-B3539,Meeting Room,20,10,50.0,3,0,Weekday,18,23.8,Normally Utilized
2026-03-05 19:00,B1,2,OFF-B1284,Office,40,1,2.5,1,1,Weekday,19,24.8,Underutilized
2026-03-05 19:30,B2,2,OFF-B2266,Office,25,0,0.0,1,0,Weekday,19,22.8,Underutilized
2026-03-05 20:00,B2,3,COM-B2399,Common Area,60,1,1.7,0,1,Weekday,20,22.2,Underutilized
2026-03-05 20:45,B1,3,LAB-B1311,Laboratory,15,0,0.0,0,0,Weekday,20,23.3,Underutilized
2026-03-05 21:15,B2,1,CONF-B2159,Conference Room,100,5,5.0,0,0,Weekday,21,20.8,Underutilized
2026-03-05 21:30,B1,1,CLASS-B1194,Classroom,50,3,6.0,1,1,Weekday,21,24.3,Underutilized
2026-03-05 22:15,B1,4,CONF-B1464,Conference Room,100,1,1.0,0,2,Weekday,22,25.0,Underutilized
2026-03-05 22:30,B2,4,CLASS-B2446,Classroom,50,2,4.0,0,2,Weekday,22,24.0,Underutilized
2026-03-05 23:30,B2,3,OFF-B2315,Office,25,0,0.0,0,2,Weekday,23,21.2,Underutilized
2026-03-06 00:00,B3,3,OFF-B3397,Office,25,1,4.0,1,0,Weekday,0,23.8,Underutilized
2026-03-06 00:30,B2,4,LAB-B2496,Laboratory,15,1,6.7,0,0,Weekday,0,23.3,Underutilized
2026-03-06 00:45,B1,4,COM-B1467,Common Area,60,5,8.3,2,2,Weekday,0,20.7,Underutilized
2026-03-06 01:15,B2,4,CONF-B2464,Conference Room,100,5,5.0,0,2,Weekday,1,25.0,Underutilized
2026-03-06 01:45,B3,3,OFF-B3395,Office,25,2,8.0,1,1,Weekday,1,24.2,Underutilized
2026-03-06 02:15,B2,2,LAB-B2244,Laboratory,15,1,6.7,1,1,Weekday,2,25.4,Underutilized
2026-03-06 02:45,B2,4,LAB-B2499,Laboratory,15,0,0.0,2,0,Weekday,2,25.1,Underutilized
2026-03-06 03:15,B1,3,CLASS-B1312,Classroom,50,1,2.0,2,0,Weekday,3,24.0,Underutilized
2026-03-06 03:30,B1,2,CONF-B1261,Conference Room,100,2,2.0,2,1,Weekday,3,24.8,Underutilized
2026-03-06 04:15,B2,5,CONF-B2518,Conference Room,100,3,3.0,0,2,Weekday,4,24.9,Underutilized
2026-03-06 04:30,B3,4,LAB-B3417,Laboratory,15,1,6.7,0,0,Weekday,4,22.9,Underutilized
2026-03-06 05:30,B3,4,CAF-B3495,Cafeteria,120,6,5.0,2,0,Weekday,5,21.6,Underutilized
2026-03-06 06:15,B1,3,CLASS-B1378,Classroom,50,4,8.0,0,2,Weekday,6,22.9,Underutilized
2026-03-06 07:00,B1,4,COM-B1465,Common Area,60,5,8.3,2,1,Weekday,7,22.7,Underutilized
2026-03-06 07:45,B3,1,OFF-B3119,Office,25,0,0.0,0,2,Weekday,7,22.6,Underutilized
2026-03-06 08:45,B3,2,CLASS-B3261,Classroom,50,29,58.0,11,1,Weekday,8,21.7,Normally Utilized
2026-03-06 09:00,B3,4,COM-B3463,Common Area,60,39,65.0,8,6,Weekday,9,23.2,Normally Utilized
2026-03-06 09:30,B2,5,CONF-B2514,Conference Room,100,61,61.0,11,13,Weekday,9,24.0,Normally Utilized
2026-03-06 10:30,B1,4,OFF-B1470,Office,40,32,80.0,15,12,Weekday,10,21.3,Highly Utilized
2026-03-06 11:15,B1,5,LAB-B1546,Laboratory,15,12,80.0,4,1,Weekday,11,24.5,Highly Utilized
2026-03-06 11:30,B3,3,MEET-B3340,Meeting Room,20,17,85.0,1,4,Weekday,11,22.1,Highly Utilized
2026-03-06 11:45,B3,2,OFF-B3243,Office,40,31,77.5,6,5,Weekday,11,22.7,Highly Utilized
2026-03-06 12:00,B2,1,OFF-B2154,Office,25,14,56.0,0,9,Weekday,12,21.8,Normally Utilized
2026-03-06 12:45,B3,3,CLASS-B3386,Classroom,50,41,82.0,9,6,Weekday,12,24.4,Highly Utilized
2026-03-06 13:15,B3,5,OFF-B3537,Office,40,26,65.0,11,9,Weekday,13,24.5,Normally Utilized
2026-03-06 14:15,B3,5,MEET-B3539,Meeting Room,12,9,75.0,3,3,Weekday,14,23.7,Highly Utilized
2026-03-06 15:00,B3,1,OFF-B3116,Office,40,29,72.5,12,4,Weekday,15,24.0,Highly Utilized
2026-03-06 15:15,B2,5,CONF-B2540,Conference Room,100,71,71.0,9,0,Weekday,15,23.1,Highly Utilized
2026-03-06 16:15,B3,4,CAF-B3417,Cafeteria,120,94,78.3,11,2,Weekday,16,20.6,Highly Utilized
2026-03-06 16:30,B2,5,COM-B2575,Common Area,60,26,43.3,12,5,Weekday,16,25.0,Normally Utilized
2026-03-06 16:45,B3,2,MEET-B3273,Meeting Room,20,12,60.0,7,3,Weekday,16,21.1,Normally Utilized
2026-03-06 17:30,B2,1,OFF-B2112,Office,40,32,80.0,7,8,Weekday,17,20.8,Highly Utilized
2026-03-06 18:00,B3,4,OFF-B3422,Office,25,12,48.0,1,4,Weekday,18,20.9,Normally Utilized
2026-03-06 18:30,B3,1,MEET-B3183,Meeting Room,12,7,58.3,9,8,Weekday,18,21.2,Normally Utilized
2026-03-06 19:15,B1,5,CONF-B1553,Conference Room,100,2,2.0,0,1,Weekday,19,20.7,Underutilized
2026-03-06 20:15,B1,3,COM-B1341,Common Area,60,5,8.3,0,0,Weekday,20,22.7,Underutilized
2026-03-06 20:30,B3,2,COM-B3230,Common Area,60,1,1.7,0,1,Weekday,20,23.8,Underutilized
2026-03-06 20:45,B2,3,OFF-B2316,Office,25,2,8.0,2,0,Weekday,20,24.0,Underutilized
2026-03-06 21:00,B3,3,OFF-B3378,Office,25,0,0.0,1,1,Weekday,21,23.6,Underutilized
2026-03-06 21:15,B2,2,LAB-B2296,Laboratory,15,1,6.7,0,1,Weekday,21,21.2,Underutilized
2026-03-06 22:15,B3,4,CLASS-B3493,Classroom,50,3,6.0,2,1,Weekday,22,25.0,Underutilized
2026-03-06 22:45,B3,5,CAF-B3516,Cafeteria,120,10,8.3,1,1,Weekday,22,21.7,Underutilized
2026-03-06 23:00,B2,4,OFF-B2445,Office,25,0,0.0,1,2,Weekday,23,23.0,Underutilized
2026-03-06 23:15,B1,4,CLASS-B1487,Classroom,50,4,8.0,1,0,Weekday,23,25.4,Underutilized
2026-03-06 23:45,B1,1,LAB-B1190,Laboratory,15,1,6.7,0,1,Weekday,23,21.6,Underutilized
2026-03-07 00:30,B3,2,CLASS-B3262,Classroom,50,6,12.0,0,2,Weekend,0,25.1,Underutilized
2026-03-07 01:00,B2,1,CONF-B2170,Conference Room,100,2,2.0,1,0,Weekend,1,21.1,Underutilized
2026-03-07 01:45,B2,5,OFF-B2546,Office,40,5,12.5,0,0,Weekend,1,24.4,Underutilized
2026-03-07 02:15,B2,3,OFF-B2384,Office,25,3,12.0,2,2,Weekend,2,20.5,Underutilized
2026-03-07 03:00,B2,3,MEET-B2362,Meeting Room,12,0,0.0,1,1,Weekend,3,21.4,Underutilized
2026-03-07 03:45,B3,4,CAF-B3468,Cafeteria,120,13,10.8,0,1,Weekend,3,24.4,Underutilized
2026-03-07 04:15,B2,5,COM-B2583,Common Area,60,5,8.3,1,2,Weekend,4,24.5,Underutilized
